시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설연도,전화번호,데이터기준일자,제공기관코드,제공기관명
신마산반월시장,상설장,경상남도 창원시 마산합포구 반월시장2길 2,경상남도 창원시 마산합포구 반월동 85-3,매일,35.18922274,128.5610113,75,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,N,2005,,2025-11-10,B553077,소상공인시장진흥공단
마산어시장,상설장,경상남도 창원시 마산합포구 복요리로 7,경상남도 창원시 마산합포구 동성동 314,매일,35.20376135,128.5789567,683,수산물,,,Y,Y,1780,055-224-0009,2025-11-10,B553077,소상공인시장진흥공단
대동씨코아상가시장,상설장,경상남도 창원시 마산합포구 월영동로8,경상남도 창원시 마산합포구 해운동 37-4,매일,35.17975023,128.5624438,170,의류+신발+가정용품+음식점,,,Y,Y,1993,055-602-0042,2025-11-10,B553077,소상공인시장진흥공단
월영대시장,상설장,경상남도 창원시 마산합포구 월영남1길 12,경상남도 창원시 마산합포구 해운동 12-13,매일,35.17946019,128.5576742,106,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,N,2013,055-223-0347,2025-11-10,B553077,소상공인시장진흥공단
북마산가구시장,상설장,경상남도 창원시 마산합포구 북성로 33-1,경상남도 창원시 마산합포구 추산동 1-57,매일,35.21035524,128.5722761,61,가정용품,,,Y,Y,2013,055-222-1478,2025-11-10,B553077,소상공인시장진흥공단
구암시장,상설장,경상남도 창원시 마산 회원구 구암남 14길 8,경상남도 창원시 마산회원구 구암동 87,매일,35.24953898,128.5996435,52,가공식품+의류+가정용품+음식점+근린생활서비스,,,Y,Y,1997,,2025-11-10,B553077,소상공인시장진흥공단
창녕상설시장,상설장+3일장,경상남도 창녕군 창녕읍 시장길 66,경상남도 창녕군 창녕읍 164-38,3일+8일,,,78,농산물+축산물+수산물+가공식품+의류+가정용품,,,Y,Y,1980,,2025-11-10,B553077,소상공인시장진흥공단
이방정기시장,상설장+4일장,경상남도 창녕군 이방면 이방대학로35-1,경상남도 창녕군 이방면 거남리 43-5,4일+9일,,,9,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1956,,2025-11-10,B553077,소상공인시장진흥공단
도계부부시장,상설장,경상남도 창원시 의창구 원이대로 69번길 20,경상남도 창원시 의창구 도계동 400-1,매일,35.25721522,128.6371383,94,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,2007,055-277-5006,2025-11-10,B553077,소상공인시장진흥공단
토월복합상가시장,상설장,경상남도 창원시 의창구 신월로 42,경상남도 창원시 의창구 실월동68-1,매일,35.22803686,128.6919407,270,농산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,1992,055-284-3720,2025-11-10,B553077,소상공인시장진흥공단
소계시장,상설장,경상남도 창원시 의창구 소계로 83-6,경상남도 창원시 의창구 소계동 724-4,매일,35.25675239,128.5989701,66,농산물+축산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,N,1984,,2025-11-10,B553077,소상공인시장진흥공단
봉곡프라자상가,상설장,경상남도 창원시 의창구 창이대로205번길 5,경상남도 창원시 의창구 봉곡동 61-10,매일,35.24543773,128.659521,77,농산물+축산물+수산물+가공식품+의류+가정용품+음식점+근린생활서비스,,,Y,Y,1994,055-265-1237,2025-11-10,B553077,소상공인시장진흥공단
명곡종합상가,상설장,경상남도 창원시 의창구 명서로116번길 20,경상남도 창원시 의창구 명서동 75-16,매일,35.24848527,128.646224,182,의류+가정용품+음식점+근린생활서비스,,,Y,Y,1995,055-273-7234,2025-11-10,B553077,소상공인시장진흥공단
롯데종합상가,상설장,경상남도 창원시 의창구 용지로225,경상남도 창원시 의창구 용호동 63,매일,35.23403968,128.685431,81,농산물+축산물+가공식품+의류+음식점+근린생활서비스,,,Y,Y,1985,,2025-11-10,B553077,소상공인시장진흥공단
대동중앙상가,상설장,경상남도 창원시 의창구 반계로 105,경상남도 창원시 의창구 팔용동 124-2,매일,35.2545535,128.6165941,43,농산물+축산물+수산물+가공식품+의류+가정용품+음식점+근린생활서비스,,,Y,Y,1993,055-607-3663,2025-11-10,B553077,소상공인시장진흥공단
기산프라자,상설장,경상남도 창원시 마산합포구 오동동14길 29,경상남도 창원시 마산합포구 오동동 18-61,매일,35.20528716,128.580820,151,가공식품+가정용품,,,Y,Y,1997,055-243-4577,2025-11-10,B553077,소상공인시장진흥공단
경민인터빌상가,상설장,경상남도 창원시 마산회원구 양덕북12길 113,경상남도 창원시 마산회원구 양덕동 15-27,매일,35.23190306,128.5838182,76,가공식품+가정용품+음식점+근린생활서비스,,,Y,Y,2013,,2025-11-10,B553077,소상공인시장진흥공단
창원코아상가,상설장,경상남도 창원시 성산구 상남로 71,경상남도 창원시 성산구 상남동 73-4,매일,35.22044112,128.6795378,120,음식점,,,Y,Y,1997,055-282-0435,2025-11-10,B553077,소상공인시장진흥공단
창원캔버라상가,상설장,경상남도 창원시 성산구 중앙대로61번길 4,경상남도 창원시 성산구 중앙동 97-6,매일,35.22123568,128.6768305,25,근린생활서비스,,,Y,Y,1993,055-268-5015,2025-11-10,B553077,소상공인시장진흥공단
중앙시장(창원중앙시장),상설장,경상남도 창원시 성산구 외동반림로126번길 50,경상남도 창원시 성산구 중앙동 69-1,매일,35.22720544,128.6760568,224,음식점+근린생활서비스,,,Y,Y,1980,055-282-7009,2025-11-10,B553077,소상공인시장진흥공단
양곡유신종합상가,상설장,경상남도 창원시 성산구 신촌로 21,경상남도 창원시 성산구 신촌동 15-6,매일,35.20755326,128.6267741,37,음식점+근린생활서비스,,,Y,Y,1981,,2025-11-10,B553077,소상공인시장진흥공단
양곡시장,상설장,경상남도 창원시 성산구 신촌로102,경상남도 창원시 성산구 신촌동 33-2,매일,35.20085109,128.628329,102,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,1980,055-286-2458,2025-11-10,B553077,소상공인시장진흥공단
성원그랜드쇼핑상가,상설장,경상남도 창원시 성산구 동산로 124,경상남도 창원시 성산구 상남동 45-1,매일,35.21937212,128.6915851,546,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,http://grandsale.co.kr/,Y,Y,1994,055-267-3496,2025-11-10,B553077,소상공인시장진흥공단
상남시장,상설장+4일장,경상남도 창원시 성산구 마디미로28,경상남도 창원시 성산구 상남동 16,4일+9일,35.22221729,128.6833743,408,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,www.daekkiri.com,Y,Y,2000,055-262-1494,2025-11-10,B553077,소상공인시장진흥공단
사파동성종합상가,상설장,경상남도 창원시 성산구 창이대로 733,경상남도 창원시 성산구 사파동 93,매일,35.21947569,128.702196,85,농산물+축산물+가공식품+음식점+근린생활서비스,,,Y,Y,1993,055-261-4439,2025-11-10,B553077,소상공인시장진흥공단
반송시장,상설장,경상남도 창원시 성산구 원이대로473번길 20-11,경상남도 창원시 성산구 반림동 17-13,매일,35.23514045,128.6710424,136,농산물+축산물+수산물+가공식품+의류,,,Y,Y,2005,055-275-0449,2025-11-10,B553077,소상공인시장진흥공단
동성올림픽타운,상설장,경상남도 창원시 성산구 중앙대로 77,경상남도 창원시 성산구 중앙동 97-2,매일,35.22223259,128.6777296,87,음식점+근린생활서비스,,,Y,Y,1993,055-268-5605,2025-11-10,B553077,소상공인시장진흥공단
대방덕산1차상가,상설장,경상남도 창원시 성산구 대정로 131,경상남도 창원시 성산구 대방동 356,매일,35.2136147,128.7068944,69,농산물+축산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,1992,055-284-8262,2025-11-10,B553077,소상공인시장진흥공단
성원3차종합상가,상설장,경상남도 창원시 성산구 대암로80,경상남도 창원시 성산구 대방동 355,매일,35.21499999,128.7052999,101,가공식품+의류+가정용품+음식점+근린생활서비스,,,Y,Y,1992,055-282-8142,2025-11-10,B553077,소상공인시장진흥공단
대동훼미리코아상가,상설장,경상남도 창원시 성산구 대정로 138,경상남도 창원시 성산구 대방동 358,매일,35.2117479,128.7076239,115,농산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,1992,055-266-3096,2025-11-10,B553077,소상공인시장진흥공단
덕산그린피아상가,상설장,경상남도 창원시 성산구 용지로 64,경상남도 창원시 성산구 중앙동 98-6,매일,35.2216794,128.676027,78,음식점+근린생활서비스,,,Y,Y,1996,055-279-0045,2025-11-10,B553077,소상공인시장진흥공단
경창상가,상설장,경상남도 창원시 성산구 상남로 67,경상남도 창원시 성산구 상남동 73-5,매일,35.22016471,128.6793234,81,음식점+근린생활서비스,,,Y,Y,1982,055-287-4404,2025-11-10,B553077,소상공인시장진흥공단
가음정시장,상설장,경상남도 창원시 성산구 원이대로863번길24,경상남도 창원시 성산구 가음동 21-3,매일,35.20829022,128.6977985,171,농산물+축산물+수산물+의류+신발+음식점,,,Y,Y,2005,055-283-2552,2025-11-10,B553077,소상공인시장진흥공단
가음대상가,상설장,경상남도 창원시 성산구 원이대로 883번지 15-24,,매일,,,238,의류+신발+음식점,,,Y,Y,1999,055-264-5920,2025-11-10,B553077,소상공인시장진흥공단
하동공설시장,상설장,경상남도 하동군 하동읍 시장 1길 12-2,경상남도 하동군 하동읍 읍내리 258-1,2일+7일,35.0698114,127.7483819,140,농산물+축산물+수산물+가공식품+의류+신발+가정용품,,,Y,Y,1977,055-884-2312,2025-11-10,B553077,소상공인시장진흥공단
진교공설시장,상설장+3일장,경상남도 하동군 진교면 선창길 24,경상남도 하동군 진교면 진교리 302-4,3일+8일,35.02717394,127.9038204,52,농산물+축산물+수산물+의류+신발+가정용품+음식점,,,Y,Y,1955,,2025-11-10,B553077,소상공인시장진흥공단
옥종공설시장,3일장,경상남도 하동군 옥종면 옥종사장길 5,경상남도 하동군 옥종면 청룡리,3일+8일,,,35,농산물+수산물+의류+신발+가정용품+음식점,,,Y,Y,1953,,2025-11-10,B553077,소상공인시장진흥공단
북천공설시장,4일장,경상남도 하동군 북천면 경서대로 2439-1,경상남도 하동군 북천면 직전리 597-1,4일+9일,35.1137211,127.8919908,21,농산물+수산물+의류+음식점+근린생활서비스,,,Y,Y,1949,,2025-11-10,B553077,소상공인시장진흥공단
계천공설시장(계천시장),5일장,경상남도 하동군 금남면 섬진강대로 977-17,경상남도 하동군 금남면 계천리 355-3,5일+10일,34.9959861,127.8094975,35,농산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1962,,2025-11-10,B553077,소상공인시장진흥공단
통영중앙전통시장,상설장,경상남도 통영시 중앙시장1길14-16,경상남도 통영시 중앙동 38-4,2일+7일,34.84529762,128.4246206,275,농산물+수산물+의류+음식점,,,Y,Y,1980,055-649-5225,2025-11-10,B553077,소상공인시장진흥공단
서호전통시장,상설장,경상남도 통영시 새터길 58-9,경상남도 통영시 서호동 163-42,매일,34.84147391,128.4201819,238,농산물+축산물+수산물,,,Y,Y,1984,,2025-11-10,B553077,소상공인시장진흥공단
북신전통시장,상설장,경상남도 통영시 북신시장1길 66,경상남도 통영시 북신동 665-16,매일,34.85415943,128.4275287,139,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1986,055-641-0032,2025-11-10,B553077,소상공인시장진흥공단
합성대로상가,상설장,경상남도 창원시 마산회원구 3·15대로 745,경상남도 창원시 마산회원구 합성동 85-14,매일,35.2386927,128.5824458,32,의류+신발+가정용품+음식점,,,N,N,2018,,2025-11-10,B553077,소상공인시장진흥공단
코오롱타운상가,상설장,경상남도 창원시 마산회원구 내서읍 호원로 361-2,경상남도 창원시 마산회원구 내서읍 호계리 10,매일,35.26570272,128.5256104,72,가공식품+의류+가정용품+음식점+근린생활서비스,,,Y,Y,2002,055-256-9394,2025-11-10,B553077,소상공인시장진흥공단
역전통합시장,상설장,경상남도 창원시 마산회원구 석전동15길 23,경상남도 창원시 마산회원구 석전동 226-2,매일,35.23613669,128.5794193,70,농산물+의류+음식점,,,Y,Y,1981,055-299-1033,2025-11-10,B553077,소상공인시장진흥공단
양덕중앙시장,상설장,경상남도 창원시 마산회원구 양덕북10길 23,경상남도 창원시 마산회원구 양덕동 15-1,매일,35.23264857,128.5842725,111,농산물+축산물+수산물+가공식품+의류+가정용품+음식점,,,Y,N,1982,,2025-11-10,B553077,소상공인시장진흥공단
합성동상가,상설장,경상남도 창원시 마산회원구 합성옛길 136,경상남도 창원시 마산회원구 합성동 125-3,매일,35.23772413,128.5834595,73,축산물+가공식품+의류+음식점,,,Y,Y,2011,,2025-11-10,B553077,소상공인시장진흥공단
동마산시장,상설장,경상남도 창원시 마산 회원구 합성남8길 76,경상남도 창원시 마산회원구 합성동 326-1,매일,35.24003195,128.5875359,128,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1978,055-256-3261,2025-11-10,B553077,소상공인시장진흥공단
합성옛길시장,상설장,경상남도 창원시 마산 회원구 합성옛길 77,경상남도 창원시 마산회원구 양덕동 7-1,매일,35.23533684,128.5820071,102,가정용품+음식점+근린생활서비스,,,N,N,2013,,2025-11-10,B553077,소상공인시장진흥공단
창원기계공구상가,상설장,경상남도 창원시 의창구 창원대로 400,경상남도 창원시 의창구 팔용동 16-1,매일,35.23376619,128.6410715,194,근린생활서비스,,,Y,Y,1993,055-238-0598,2025-11-10,B553077,소상공인시장진흥공단
진해중앙시장,상설장,경상남도 창원시 진해구 벚꽃로 60번길 25,경상남도 창원시 진해구 화천동 60-1,매일,35.15106741,128.6656454,290,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1946,055-547-7990,2025-11-10,B553077,소상공인시장진흥공단
중부시장,상설장,경상남도 창원시 진해구 중초로 20,경상남도 창원시 진해구 경화동 1164-1,매일,35.15506526,128.6815616,106,농산물+축산물+수산물+가공식품+의류+가정용품+음식점,,,Y,Y,1977,055-546-0100,2025-11-10,B553077,소상공인시장진흥공단
웅천시장,4일장,경상남도 창원시 진해구 웅천중로56번길 8,경상남도 창원시 진해구 성내동 327,4일+9일,35.11102245,128.7509028,4,농산물+축산물+수산물+가공식품+의류+가정용품,,,Y,Y,1958,,2025-11-10,B553077,소상공인시장진흥공단
마천시장,5일장,경상남도 창원시 진해구 웅동로 57번가길 7,경상남도 창원시 진해구 마천동 134-6,5일+10일,35.12557099,128.7822355,9,농산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1958,,2025-11-10,B553077,소상공인시장진흥공단
경화시장,상설장+3일장,경상남도 창원시 진해구 경화로 38번길,,3일+8일,,,140,농산물+축산물+수산물+가공식품+의류+신발+음식점,,,Y,Y,1955,055-544-1112,2025-11-10,B553077,소상공인시장진흥공단
지귀시장,상설장,경상남도 창원시 의창구 지귀로119번길 6,경상남도 창원시 의창구 봉곡동 61-4,1일+6일,35.24568147,128.6588339,70,농산물+축산물+수산물+가공식품+음식점,,,Y,N,2014,055-237-6400,2025-11-10,B553077,소상공인시장진흥공단
소계옛길시장,상설장,경상남도 창원시 의창구 소계로 99-4,경상남도 창원시 의창구 소계동 723-3,매일,35.25791524,128.5982678,54,농산물+축산물+수산물+가공식품+의류+가정용품+음식점+근린생활서비스,,,Y,N,2015,,2025-11-10,B553077,소상공인시장진흥공단
소답시장,상설장,경상남도 창원시 의창구 읍성로33번길 8,경상남도 창원시 의창구 북동 229-5,2일+7일,35.26563899,128.6212756,44,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,2012,055-253-3384,2025-11-10,B553077,소상공인시장진흥공단
봉곡민속체험시장,상설장,경상남도 창원시 의창구 봉곡로111번길 16,경상남도 창원시 의창구 봉곡동 145-1,매일,35.2469697,128.6719663,128,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,1987,055-267-1500,2025-11-10,B553077,소상공인시장진흥공단
북부상가시장,상설장,경상북도 경주시 금성로 396번길 7,경상북도 경주시 성건동 629-10,2일+7일,35.8534885,129.2075834,118,농산물+가공식품+의류+가정용품+음식점,,,Y,Y,2011,054-774-8765,2025-11-10,B553077,소상공인시장진흥공단
중앙신시장,상설장,경상북도 안동시 대안로98-15,경상북도 안동시 옥야동 285-1,2일+7일,36.56510661,128.7241511,406,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1970,054-842-0040,2025-11-10,B553077,소상공인시장진흥공단
서면시장,5일장,경상북도 경주시 서면 내서로 401-5,경상북도 경주시 서면 아화리 240-2,5일+10일,35.89506107,129.0480446,17,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1929,,2025-11-10,B553077,소상공인시장진흥공단
봉황중심상가시장,상설장,경상북도 경주시 원효로 89,경상북도 경주시 노동동 230,매일,35.84221396,129.2106571,510,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,2010,054-624-3505,2025-11-10,B553077,소상공인시장진흥공단
불국시장,상설장+4일장,경상북도 경주시 불국장터길 23-2,경상북도 경주시 구정동 429-7,4일+9일,35.77599831,129.3008003,34,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1965,054-745-2003,2025-11-10,B553077,소상공인시장진흥공단
건천시장,상설장+5일장,경상북도 경주시 건천읍 내서로 1131-1,경상북도 경주시 건천읍 건천리 339-4,5일+10일,35.84830099,129.1048124,37,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1914,,2025-11-10,B553077,소상공인시장진흥공단
감포시장,상설장+3일장,경상북도 경주시 감포읍 감포로 115,경상북도 경주시 감포읍 감포리 436-1,3일+8일,35.80410761,129.502011,46,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1959,054-777-1102,2025-11-10,B553077,소상공인시장진흥공단
하양공설시장,상설장+4일장,경상북도 경산시 하양읍 대학로 1543,경상북도 경산시 하양읍 금락리 35-6,4일+9일,35.91562378,128.8192553,92,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1931,053-856-0202,2025-11-10,B553077,소상공인시장진흥공단
자인공설시장,상설장+3일장,경상북도 경산시 자인면 자인로 206-4,경상북도 경산시 자인면 서부리 254,3일+8일,35.81649983,128.8229427,48,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1969,,2025-11-10,B553077,소상공인시장진흥공단
황남상가시장,상설장,경상북도 경주시 포석로1058-7,경상북도 경주시 황남동 307-1,매일,35.83566075,129.2103092,57,농산물+가공식품+의류+음식점+근린생활서비스,,,N,N,1969,054-701-0030,2025-11-10,B553077,소상공인시장진흥공단
합천시장,상설장+3일장,경상남도 합천군 합천읍 옥산로 53,경상남도 합천군 합천읍 합천리 473-1,3일+8일,35.56850852,128.1611582,159,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1985,055-932-0063,2025-11-10,B553077,소상공인시장진흥공단
초계시장,상설장+5일장,경상남도 합천군 초계면 내동아막길 3,경상남도 합천군 초계면 초계리 50-1,5일+10일,35.5595647,128.2671002,62,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1930,,2025-11-10,B553077,소상공인시장진흥공단
야로시장,상설장,경상남도 합천군 야로면 시장길 7-5,경상남도 합천군 야로면 구정리 274-1,2일+7일,35.70579394,128.1684717,40,농산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1939,,2025-11-10,B553077,소상공인시장진흥공단
삼가시장,상설장,경상남도 합천군 삼가면 일부5길 1,경상남도 합천군 삼가면 일부리 921-1,2일+7일,35.41281571,128.1222817,92,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1956,,2025-11-10,B553077,소상공인시장진흥공단
가야시장,5일장,경상남도 합천군 가야면 가야시장로 63-15,경상남도 합천군 가야면 황산리 17-1,5일+10일,35.76024553,128.1383747,48,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1942,,2025-11-10,B553077,소상공인시장진흥공단
지리산함양시장,상설장,경상남도 함양군 함양읍 용평 중앙길 20,경상남도 함양군 함양읍 용평리 607-104,2일+7일,35.51860419,127.7289883,127,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1983,055-963-2461,2025-11-10,B553077,소상공인시장진흥공단
안의시장,5일장,경상남도 함양군 안의면 약초시장길 25-10,경상남도 함양군 안의면 석천리 243,5일+10일,35.62629354,127.8140359,10,농산물+수산물+가공식품+의류+신발+가정용품,,,Y,Y,1997,,2025-11-10,B553077,소상공인시장진흥공단
함양토종약초시장,상설장,경상남도 함양군 안의면 약초시장길 27,경상남도 함양군 안의면 이전리 15,매일,35.62596226,127.8137124,22,농산물,,,Y,Y,2006,,2025-11-10,B553077,소상공인시장진흥공단
칠원공설시장,3일장,경상남도 함안군 칠원읍 서남3길 14 (시골막창전문),경상남도 함안군 칠원읍 구성리 734-7,3일+8일,35.30564997,128.5195218,36,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1965,,2025-11-10,B553077,소상공인시장진흥공단
대산공설시장,상설장,경상남도 함안군 대산면 대산중앙로 219,경상남도 함안군 대산면 구혜리 221-3,1일+6일,35.35283551,128.4281217,24,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1980,,2025-11-10,B553077,소상공인시장진흥공단
군북공설시장,4일장,경상남도 함안군 군북면 중암8길 27,경상남도 함안군 군북면 중암리 66-50,4일+9일,35.26104644,128.3469542,19,농산물+축산물+수산물+가공식품+의류+신발+가정용품,,,Y,Y,1965,,2025-11-10,B553077,소상공인시장진흥공단
가야상설시장(가야시장),상설장+5일장,경상남도 함안군 가야읍 가야8길8,경상남도 함안군 가야읍 말산리 470-1,5일+10일,35.27725861,128.4064722,89,농산물+축산물+수산물+가공식품+신발+가정용품+음식점,,,Y,Y,1965,,2025-11-10,B553077,소상공인시장진흥공단
횡천공설시장(횡천시장),상설장+5일장,경상남도 하동군 횡천면 문화2길 24,경상남도 하동군 횡천면 횡천리 507-2,5일+10일,35.10921398,127.8107034,18,농산물+가공식품+가정용품+음식점+근린생활서비스,,,Y,Y,1965,,2025-11-10,B553077,소상공인시장진흥공단
화개장터,상설장,경상남도 하동군 화개면 쌍계로 21,경상남도 하동군 화개면 탑리 726-10,매일,35.18862637,127.6242177,74,농산물+가공식품+음식점+근린생활서비스,,,Y,Y,2000,055-883-5722,2025-11-10,B553077,소상공인시장진흥공단
자갈치시장,상설장,부산광역시 중구 자갈치해안로 52,부산광역시 중구 남포동4가 37-1,매일,35.09662907,129.030569,227,수산물+가공식품+음식점,,,Y,Y,1970,051-231-2263,2025-11-10,B553077,소상공인시장진흥공단
형곡시장프라자,상설장,경상북도 구미시 형곡서로 121,경상북도 구미시 형곡동 147-1,매일,36.11287628,128.3343324,98,가공식품+의류+신발+가정용품+근린생활서비스,,,Y,Y,1992,054-452-9662,2025-11-10,B553077,소상공인시장진흥공단
해평공설시장,4일장,경상북도 구미시 해평면 해평시장3길,,4일+9일,,,86,농산물+가공식품+의류+가정용품+음식점,,,Y,Y,1959,,2025-11-10,B553077,소상공인시장진흥공단
장천시장,상설장+5일장,경상북도 구미시 장천면 상장5길 4,경상북도 구미시 장천면 상장리 918,5일+10일,36.12569593,128.4934096,48,농산물+의류+가정용품+음식점,,,Y,Y,1959,,2025-11-10,B553077,소상공인시장진흥공단
가락타운상가시장,상설장,부산광역시 사하구 하신번영로 233,부산광역시 사하구 하단동 1175,매일,35.10107699,128.9579668,128,농산물+축산물+수산물+가공식품+의류+가정용품+음식점,,,Y,Y,1992,051-205-9867,2025-11-10,B553077,소상공인시장진흥공단
봉덕신시장,상설장,대구광역시 남구 봉덕로 115,대구광역시 남구 봉덕동 953-31,매일,35.84510487,128.6033943,219,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,2006,053-473-4731,2025-11-10,B553077,소상공인시장진흥공단
구미종합상가,상설장,경상북도 구미시 구미중앙로9길 14-6,경상북도 구미시 원평동 119-15,매일,36.13051882,128.3304432,57,축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1985,,2025-11-10,B553077,소상공인시장진흥공단
현대유통쇼핑센타,상설장,경상북도 구미시 구미중앙로 61-6,경상북도 구미시 원평동 119-2,매일,36.13004562,128.3300464,74,의류+신발+가정용품+음식점,,,Y,Y,1985,,2025-11-10,B553077,소상공인시장진흥공단
금오시장,상설장,경상북도 구미시 금오시장로13,경상북도 구미시 원평동 1028-2,매일,36.12611615,128.3406025,119,음식점+근린생활서비스,,,Y,Y,1985,054-456-7321,2025-11-10,B553077,소상공인시장진흥공단
화정동서부시장,상설장,광주광역시 서구 화운로156번길 24-1,광주광역시 서구 화정동 783-5,매일,35.15303898,126.8792883,120,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,N,Y,2012,062-369-3338,2025-11-10,B553077,소상공인시장진흥공단
영주공설시장,상설장,경상북도 영주시 구성로 330번길 30,경상북도 영주시 하망동 362-4,매일,36.82255263,128.6263234,83,농산물+축산물+가공식품+음식점,,,Y,Y,2006,054-635-9876,2025-11-10,B553077,소상공인시장진흥공단
선산봉황시장,상설장,경상북도 구미시 선산읍 단계동길 24,경상북도 구미시 선산읍 완전리 253,2일+7일,36.23951857,128.300921,314,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1994,054-482-0213,2025-11-10,B553077,소상공인시장진흥공단
구미파크시장,상설장,경상북도 구미시 송동로 154,경상북도 구미시 도량동 77,매일,36.14936268,128.3254726,38,축산물+가공식품+의류+가정용품+음식점,,,Y,Y,1994,054-442-7663,2025-11-10,B553077,소상공인시장진흥공단
구미공단종합시장,상설장,경상북도 구미시 수출대로3길107,경상북도 구미시 공단동 107,매일,36.12063838,128.3715387,42,가공식품+의류+가정용품+음식점,,,Y,Y,1983,,2025-11-10,B553077,소상공인시장진흥공단
제일시장상가,상설장,경상북도 구미시 1공단로 192,경상북도 구미시 공단동 264-18,매일,36.10172307,128.3841129,45,음식점+근린생활서비스,,,Y,Y,1987,,2025-11-10,B553077,소상공인시장진흥공단
고령대가야시장,상설장+4일장,경상북도 고령군 대가야읍 시장3길29,경상북도 고령군 대가야읍 지산리 222-2,4일+9일,35.72731251,128.2666754,80,농산물+수산물+음식점,,,Y,Y,1983,054-954-5445,2025-11-10,B553077,소상공인시장진흥공단
외동시장,3일장,경상북도 경주시 외동읍 입실시장길 8-6,경상북도 경주시 외동읍 입실리 1018-7,3일+8일,35.71460009,129.3257089,45,농산물+축산물+수산물+가공식품+의류+신발+가정용품+음식점,,,Y,Y,1916,,2025-11-10,B553077,소상공인시장진흥공단
산내시장,3일장,경상북도 경주시 산내면 의곡중앙길 27,경상북도 경주시 산내면 의곡리 155-10,3일+8일,35.75781767,129.0464768,5,농산물+축산물+수산물+가공식품+의류+신발+음식점,,,Y,Y,1960,,2025-11-10,B553077,소상공인시장진흥공단
북정로중심상가시장,상설장,경상북도 경주시 북정로 15,경상북도 경주시 황오동 242-4,매일,35.84229272,129.2151854,130,가공식품+의류+신발+가정용품+음식점,,,Y,Y,1960,,2025-11-10,B553077,소상공인시장진흥공단
경주중심상가시장,상설장,경상북도 경주시 태종로 791번길16,경상북도 경주시 황오동 234-1,매일,35.84225687,129.2146864,494,가공식품+의류+신발+가정용품+음식점+근린생활서비스,,,Y,Y,2008,054-774-5689,2025-11-10,B553077,소상공인시장진흥공단
