관리번호,공원명,공원구분,소재지도로명주소,소재지지번주소,위도,경도,공원면적,공원보유시설(운동시설),공원보유시설(유희시설),공원보유시설(편익시설),공원보유시설(교양시설),공원보유시설(기타시설),지정고시일,관리기관명,전화번호,데이터기준일자,제공기관코드,제공기관명
52190-00008,도통 4호,어린이공원,전북특별자치도 남원시 대교2길 23,전북특별자치도 남원시 도통동 612-5,35.41399342,127.3938253,1463,체련기구+윗몸일으키기,그네+시소+조합놀이대,정자+파고라+안내판+CCTV+화장실,,경로당,1997-12-29,전북특별자치도 남원시청,063-620-6477,2025-07-01,4701000,전북특별자치도 남원시
52190-00007,도통 3호,어린이공원,전북특별자치도 남원시 용중1길 13,전북특별자치도 남원시 도통동 502,35.42103877,127.3921762,2605,체련기구,그네+정글짐+조합놀이대,정자+파고라+CCTV+안내판+화장실+벤치+테이블+차양시설,,경로당,1985-12-28,전북특별자치도 남원시청,063-620-6477,2025-07-01,4701000,전북특별자치도 남원시
52190-00006,도통2호,어린이공원,전북특별자치도 남원시 시청동로 22-12,전북특별자치도 남원시 도통동 521,35.41577287,127.3925303,1595,체련기구+윗몸일으키기,조합놀이대+정글짐,안내판+화장실+파고라+벤치+CCTV+차양시설,,경로당,1985-12-29,전북특별자치도 남원시청,063-620-6477,2025-07-01,4701000,전북특별자치도 남원시
52190-00005,도통 1호,어린이공원,전북특별자치도 남원시 시청북1길 10,전북특별자치도 남원시 도통동 510-4,35.4171253,127.3901078,1577,체련기구+철봉,조합놀이대+그네,파고라+벤치+안내판+CCTV+화장실,,경로당,1985-12-29,전북특별자치도 남원시청,063-620-6477,2025-07-01,4701000,전북특별자치도 남원시
52190-00004,향교 4호,어린이공원,전북특별자치도 남원시 옥정2길 25,전북특별자치도 남원시 향교동 1060-4,35.41369706,127.3905248,1510,체련기구,그네+시소+조합놀이대+짚라인+흔들놀이기구+기타놀이기구,벤치+안내판+파고라+화장실+자전거 거치대+CCTV,,,1985-12-03,전북특별자치도 남원시청,063-620-6477,2025-07-01,4701000,전북특별자치도 남원시
52190-00003,향교 1호,어린이공원,전북특별자치도 남원시 옥정5길 32,전북특별자치도 남원시 향교동 1052-5,35.41515186,127.3881528,1500,체련기구+맨발길,그네+조합놀이대,정자+안내판+ 화장실+파고라+벤치+CCTV+세족장,,경로당,1985-12-03,전북특별자치도 남원시청,063-620-6477,2025-07-01,4701000,전북특별자치도 남원시
52190-00002,김주열열사 추모공원,역사공원,전북특별자치도 남원시 금지면 금지순환길 917-13,전북특별자치도 남원시 금지면 옹정리 301-3,35.35736026,127.3036297,31760,,,CCTV+주차장+화장실+벤치+안내판+정자+식수대,,장승+기념동상+김주열열사묘+연못+기념관 및 추모각,2011-01-14,전북특별자치도 남원시청,063-620-6477,2025-07-01,4701000,전북특별자치도 남원시
52190-00001,도통근린공원,근린공원,전북특별자치도 남원시 용중1길 13,전북특별자치도 남원시 도통동 502,35.42103877,127.3921762,11959,체련기구+철봉+게이트볼장+족구장+농구장+평행봉+맨발황토길,,안내판+벤치+CCTV+정자+식수대+화장실+파고라+세족장,,도통자율방범대 사무실,1997-12-29,전북특별자치도 남원시청,063-620-6477,2025-07-01,4701000,전북특별자치도 남원시
27170-00030,평리3동공원,어린이공원,,대구광역시 서구 평리동 1075-32,35.872746,128.559124,5050.6,,조합놀이대+그네,음수대+파고라,,,2008-09-10,대구광역시 서구청,053-663-2866,2025-07-17,3430000,대구광역시 서구
27170-00008,개미산공원,어린이공원,,대구광역시 서구 평리동 694-7,35.877261,128.556977,1636.7,야외운동기구,조합놀이대+흔들놀이대,음수대+지압돌+정자,,,1976-08-11,대구광역시 서구청,053-663-2866,2025-07-17,3430000,대구광역시 서구
27170-00007,날뫼공원,어린이공원,,대구광역시 서구 평리동 656-1,35.8802726,128.565682,1641.3,야외운동기구,그네+미끄럼틀+조합놀이대+흔들놀이대,정자,,,1976-08-11,대구광역시 서구청,053-663-2866,2025-07-17,3430000,대구광역시 서구
27170-00006,평오근린공원,근린공원,,대구광역시 서구 평리동 1712,35.87207995,128.5500367,10260,야외운동기구,조합대+바닥분수,화장실,,,2013-04-10,대구광역시 서구청,053-663-2866,2025-07-17,3430000,대구광역시 서구
27170-00005,가르뱅이공원,근린공원,,대구광역시 서구 상리동 산264-5,35.879496,128.5242168,12780,야외운동기구,그네+시소+조합놀이대,화장실,,,2011-10-20,대구광역시 서구청,053-663-2866,2025-07-17,3430000,대구광역시 서구
27170-00004,감삼못공원,근린공원,대구광역시 서구 서대구로3길 43 (내당동),대구광역시 서구 내당동 463-7,35.858669,128.5521819,16332,테니스장+야외운동시설,분수+조합놀이대,,,,1976-03-27,대구광역시 서구청,053-663-2866,2025-07-17,3430000,대구광역시 서구
27170-00003,상리공원,근린공원,,대구광역시 서구 중리동 산202,35.862094,128.530898,218641,베드민턴장+테니스장+야외운동시설등,,화장실,,,1965-02-02,대구광역시 서구청,053-663-2866,2025-07-17,3430000,대구광역시 서구
27170-00029,평리7소공원,소공원,,대구광역시 서구 평리동 1715,35.8703064,128.5491392,879.9,야외운동기구,,음수대+정자,,,2013-04-10,대구광역시 서구청,053-663-2866,2025-07-17,3430000,대구광역시 서구
27170-00002,평리공원,근린공원,대구광역시 서구 국채보상로49길 12 (평리동),대구광역시 서구 평리동 1230-1,35.8724502,128.5577302,18512,베드민턴장+야외운동시설,분수,음수대+지압돌,,,1965-02-02,대구광역시 서구청,053-663-2866,2025-07-17,3430000,대구광역시 서구
27170-00028,서부제16공원,소공원,,대구광역시 서구 원대동3가 1651,35.88573313,128.5730249,1099.5,야외운동기구,,,,,2008-07-21,대구광역시 서구청,053-663-2866,2025-07-17,3430000,대구광역시 서구
27170-00027,서부제15공원,소공원,,대구광역시 서구 원대동3가 1653,35.88782269,128.5732083,1942.3,야외운동기구,,,,,2008-07-21,대구광역시 서구청,053-663-2866,2025-07-17,3430000,대구광역시 서구
27170-00026,평리6소공원,소공원,,대구광역시 서구 평리동 1499-8,35.87206694,128.5516338,2571,야외운동기구,바닥분수,정자,,,2013-04-10,대구광역시 서구청,053-663-2866,2025-07-17,3430000,대구광역시 서구
27170-00025,평리4소공원,소공원,,대구광역시 서구 평리동 628-13,35.87652185,128.5503105,2311.5,야외운동기구,,,,,2013-04-10,대구광역시 서구청,053-663-2866,2025-07-17,3430000,대구광역시 서구
27170-00024,서부제3공원,소공원,,대구광역시 서구 평리동 630-1,35.87638749,128.5493596,3867.8,야외운동기구,,음수대+정자,,,1972-08-08,대구광역시 서구청,053-663-2866,2025-07-17,3430000,대구광역시 서구
27170-00023,비산소공원,소공원,대구광역시 서구 문화로69길 17 (비산동),대구광역시 서구 비산동 519-9,35.877585,128.570057,319,야외운동기구,시소,음수대,,,2014-04-10,대구광역시 서구청,053-663-2866,2025-07-17,3430000,대구광역시 서구
27170-00022,원대공원,어린이공원,,대구광역시 서구 원대동3가 1652,35.88693884,128.571423,1671.1,야외운동기구,조합대,음수대+정자,,,2008-07-21,대구광역시 서구청,053-663-2866,2025-07-17,3430000,대구광역시 서구
27170-00021,내당공원,어린이공원,,대구광역시 서구 내당동 2347,35.86211742,128.5595354,2064.2,야외운동기구,조합대,정자,,,2008-10-30,대구광역시 서구청,053-663-2866,2025-07-17,3430000,대구광역시 서구
27260-00079,노변공원,근린공원,,대구광역시 수성구 시지동 501,35.83875924,128.6993727,10454,,조합놀이대,,,,1995-10-30,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00078,신매공원,근린공원,대구광역시 수성구 달구벌대로 650길 59-6,대구광역시 수성구 신매동 590,35.8329044,128.7090821,9854,,조합놀이대,,,,1999-06-30,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00077,범물공원,근린공원,대구광역시 수성구 지범로 232,대구광역시 수성구 범물동 1328-2,35.81840305,128.6433622,7210,,조합놀이대,,,,2011-10-10,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00076,지산공원,근린공원,대구광역시 수성구 용학로 267,대구광역시 수성구 지산동 1274,35.82093041,128.6376168,11572.2,,조합놀이대,,,,1991-11-08,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00075,수성공원,근린공원,,대구광역시 수성구 수성동4가 1090-15,35.86064443,128.6148718,4960,,조합놀이대,,,,1998-08-22,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00074,화랑공원,근린공원,대구광역시 수성구 만촌로 151,대구광역시 수성구 만촌동 1417,35.87213596,128.6390576,45120,,,,,,1999-06-30,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00073,야시골공원,근린공원,,대구광역시 수성구 범어동 산250,35.86548277,128.6315814,200113,,,,,,2019-12-30,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00072,범어공원,근린공원,,대구광역시 수성구 황금동 산1,35.85057186,128.6339465,775804,,,,,,2022-05-20,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
48820-00008,코아루공원,어린이공원,,경상남도 고성군 고성읍 수남리 487,34.96400544,128.321133,9707,,,,,,2013-10-29,경상남도 고성군청,,2025-07-11,5420000,경상남도 고성군
48820-00007,수남공원,수변공원,,경상남도 고성군 고성읍 수남리 511-14,34.96260631,128.3184183,132824,,,,,,2009-01-08,경상남도 고성군청,,2025-07-11,5420000,경상남도 고성군
48820-00006,연꽃공원,수변공원,,경상남도 고성군 상리면 척번정리 89-1,34.99532669,128.1871282,15163,,,,,,2009-01-08,경상남도 고성군청,,2025-07-11,5420000,경상남도 고성군
48820-00005,양지공원,어린이공원,,경상남도 고성군 회화면 배둔리 372-1,35.06003388,128.3719877,3863,,,,,,1989-10-21,경상남도 고성군청,,2025-07-11,5420000,경상남도 고성군
48820-00004,가례공원,어린이공원,,경상남도 고성군 회화면 배둔리 1288-19,35.057643,128.372777,3400,,,,,,1989-10-21,경상남도 고성군청,,2025-07-11,5420000,경상남도 고성군
48820-00003,왕릉공원,역사공원,,경상남도 고성군 고성읍 송학리 475-1,34.97937123,128.3210129,52515,,,,,,1965-01-08,경상남도 고성군청,,2025-07-11,5420000,경상남도 고성군
48820-00002,동산공원,근린공원,,경상남도 고성군 고성읍 동외리 76,34.9733035,128.3336728,24469,,,,,,1993-11-25,경상남도 고성군청,,2025-07-11,5420000,경상남도 고성군
48820-00001,남산공원,근린공원,,경상남도 고성군 고성읍 동외리 595,34.96732073,128.327117,798465,,,,,,1977-01-26,경상남도 고성군청,,2025-07-11,5420000,경상남도 고성군
48820-00012,군호마을 소공원-3,소공원,,경상남도 고성군 하이면 덕호리 1339-1,34.93084028,128.1196548,1723,,,,,,2016-01-07,경상남도 고성군청,,2025-07-11,5420000,경상남도 고성군
48820-00011,군호마을 소공원-2,소공원,,경상남도 고성군 하이면 덕호리 1342-1,34.93004974,128.1190159,991,,,,,,2016-01-07,경상남도 고성군청,,2025-07-11,5420000,경상남도 고성군
48820-00010,군호마을 소공원-1,소공원,,경상남도 고성군 하이면 덕호리 1331-4,34.92997669,128.1179973,1933,,,,,,2016-01-07,경상남도 고성군청,,2025-07-11,5420000,경상남도 고성군
48820-00009,대가 연꽃테마공원,근린공원,,경상남도 고성군 대가면 유흥리 304,35.00852503,128.2992359,19893,,,,,,2014-06-17,경상남도 고성군청,,2025-07-11,5420000,경상남도 고성군
48890-00001,대야성근린공원,근린공원,경상남도 합천군 합천읍 대야로 818,,35.56179158,128.164163,158480,운동기구 1식,,광장,,충혼탑+함벽루,1973-04-25,경상남도 합천군청,055-930-3424,2025-07-11,5480000,경상남도 합천군
52190-00014,주천송치,어린이공원,,전북특별자치도 남원시 주천면 송치리 1271-1,35.38917459,127.4093794,2135,철봉+체련기구+농구장,그네,파고라+벤치+안내판+차양시설,,,1983-01-29,전북특별자치도 남원시청,063-620-6477,2025-07-01,4701000,전북특별자치도 남원시
52190-00013,이백서곡,어린이공원,전북특별자치도 남원시 이백면 문화안길 5-10,전북특별자치도 남원시 이백면 서곡리 601-1,35.42713146,127.4351955,1598,철봉+체련기구,그네+시소+조합놀이대+조합놀이대+정글짐+하늘시소,안내판+벤치+테이블+화장실+CCTV+정자,,창고,1999-03-09,전북특별자치도 남원시청,063-620-6477,2025-07-01,4701000,전북특별자치도 남원시
52190-00012,노암 1호,어린이공원,,전북특별자치도 남원시 노암동 597-32,35.39522804,127.3738836,565,체련기구,그네+시소+조합놀이대,안내판+베치+정자+CCTV,,,1985-08-19,전북특별자치도 남원시청,063-620-6477,2025-07-01,4701000,전북특별자치도 남원시
52190-00011,도통 7호,어린이공원,전북특별자치도 남원시 역재3길 12,전북특별자치도 남원시 도통동 564,35.42030219,127.3998533,2310,,조합놀이대+시소,벤치+파고라+식수대+CCTV+안내판,,,1997-12-29,전북특별자치도 남원시청,063-620-6477,2025-07-01,4701000,전북특별자치도 남원시
52190-00010,도통 6호,어린이공원,전북특별자치도 남원시 역재2길 5,전북특별자치도 남원시 도통동 575,35.41904682,127.3990704,2557,체련기구,조합놀이대+물놀이시설,안내판+CCTV+벤치+파고라+화장실+시계+파라솔,,,1997-12-29,전북특별자치도 남원시청,063-620-6477,2025-07-01,4701000,전북특별자치도 남원시
52190-00009,도통 5호,어린이공원,,전북특별자치도 남원시 도통동 608-9,35.41432956,127.395716,1513,체련기구+윗몸일으키기,그네+시소+조합놀이대,CCTV+안내판+파고라+벤치,,,1997-12-29,전북특별자치도 남원시청,063-620-6477,2025-07-01,4701000,전북특별자치도 남원시
11545-00020,정훈,어린이공원,,서울특별시 금천구 독산동 378-4,37.46567731,126.9063221,1094,,조합놀이대+흔들놀이+그네,,,CCTV,1971-11-03,서울특별시 금천구청,02-2627-1654,2025-08-14,3170000,서울특별시 금천구
27260-00017,중동공원,어린이공원,,대구광역시 수성구 중동 171,35.841633,128.615449,1982,,조합놀이대,,,,1976-07-30,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00016,상록수공원,어린이공원,,대구광역시 수성구 중동 127,35.844165,128.615561,1984,,조합놀이대,,,,2009-03-30,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00015,무궁화공원,어린이공원,,대구광역시 수성구 중동 12,35.850844,128.615914,1664,,조합놀이대,,,,1976-07-30,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00014,대경공원,어린이공원,,대구광역시 수성구 황금동 882-2,35.84150877,128.6182059,1953,,조합놀이대,,,,1976-07-30,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00013,황금공원,어린이공원,대구광역시 수성구 희망로 36길 32,대구광역시 수성구 황금동 802,35.84577596,128.6193578,1993,,조합놀이대,,,,1976-07-30,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00012,수목공원,어린이공원,,대구광역시 수성구 황금동 721,35.8492952,128.6182606,1977,,조합놀이대,,,,1976-07-30,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00011,동신공원,어린이공원,대구광역시 수성구 들안로 40안길 7-20,대구광역시 수성구 황금동 750,35.84755584,128.6188804,1982.2,,조합놀이대,,,,1976-07-30,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00010,무열공원,어린이공원,,대구광역시 수성구 만촌동 991-8,35.865661,128.647851,659,,시소,,,,1975-01-09,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00009,광명공원,어린이공원,,대구광역시 수성구 만촌동 1023-11,35.860199,128.641572,729,,미그럼틀,,,,1975-01-09,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00008,동원공원,어린이공원,,대구광역시 수성구 만촌동 1017-2,35.86218307,128.643211,476,,조합놀이대,,,,1975-01-09,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00007,청구공원,어린이공원,,대구광역시 수성구 만촌동 1006-2,35.863426,128.645941,660,,조합놀이대,,,,1975-01-09,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00006,샛별공원,어린이공원,,대구광역시 수성구 만촌동 656-3,35.87055418,128.6435411,993,,조합놀이대,,,,1975-01-09,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00005,계림공원,어린이공원,대구광역시 수성구 세진로 3길 43,대구광역시 수성구 범어동 416-9,35.863473,128.638031,666,,조합놀이대,,,,1975-01-09,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00004,호돌이공원,어린이공원,,대구광역시 수성구 수성동4가 1009-2,35.861041,128.620089,1718,,조합놀이대,,,,2005-05-30,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00003,범어재공원,어린이공원,대구광역시 수성구 들안로 78길 46,대구광역시 수성구 범어동 966-2,35.86539245,128.6203946,1147,,조합놀이대,,,,2008-06-20,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00002,새마을공원,어린이공원,대구광역시 수성구 들안로 60길 7,대구광역시 수성구 수성동3가 275,35.85829032,128.6186072,1651,,조합놀이대,,,,2006-01-31,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00086,의료2공원,수변공원,,대구광역시 수성구 대흥동 825,35.8363385,128.6810661,9725,,,,,,2017-12-20,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00085,의료1공원,수변공원,,대구광역시 수성구 대흥동 906,35.83448182,128.6896078,21154,,,,,,2017-12-20,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00069,맑음공원,소공원,,대구광역시 수성구 두산동 149-11,35.83358572,128.6183888,4313.1,,조합놀이대,,,,2008-01-10,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00068,보람공원,소공원,,대구광역시 수성구 두산동 43,35.83729611,128.6209396,1450,,,,,,2008-01-10,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00067,상동공원,소공원,,대구광역시 수성구 상동 44,35.83804321,128.615508,981,,조합놀이대,,,,2019-07-22,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00066,백합공원,소공원,,대구광역시 수성구 상동 59-5,35.83667408,128.6132473,1441,,조합놀이대,,,,2008-01-10,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00064,상동 2공원,소공원,,대구광역시 수성구 상동 555-2,35.82949992,128.6087337,1170,,,,,,2006-10-20,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00063,상동 1공원,소공원,,대구광역시 수성구 상동 555-1,35.83257976,128.6078599,1270,,,,,,2006-10-20,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00083,무학산공원,문화공원,,대구광역시 수성구 황금동 산106,35.83691479,128.6321737,108843,,,,,,2021-05-20,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00082,의료공원,근린공원,,대구광역시 수성구 노변동 741,35.83682122,128.6949251,14117,,조합놀이대,,,,2017-12-20,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00081,대구대공원,근린공원,,대구광역시 수성구 삼덕동 산 89,35.82641641,128.6608924,0,,,,,,2011-10-20,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00080,매호공원,근린공원,대구광역시 수성구 천을로 23길 5,대구광역시 수성구 매호동 1321,35.84463371,128.7039616,9955,,조합놀이대,,,,1999-06-30,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
11545-00021,꿈나무,어린이공원,,서울특별시 금천구 독산동 378-434,37.46346975,126.9049179,567,,조합놀이대+흔들놀이+그네,,,,1998-07-20,서울특별시 금천구청,02-2627-1654,2025-08-14,3170000,서울특별시 금천구
27260-00045,동서공원,어린이공원,,대구광역시 수성구 신매동 594-2,35.834319,128.705562,2059,,조합놀이대,,,,1996-01-27,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00044,신기공원,어린이공원,,대구광역시 수성구 신매동 586,35.83460363,128.7082373,1451,,조합놀이대,,,,1996-01-27,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00043,청솔공원,어린이공원,,대구광역시 수성구 신매동 580-2,35.836675,128.706066,1857,,조합놀이대,,,,1996-01-27,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00042,천마공원,어린이공원,,대구광역시 수성구 신매동 579-1,35.837307,128.7064083,1988,,조합놀이대,,,,1996-01-27,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00041,삼주공원,어린이공원,,대구광역시 수성구 범물동1382-1,35.81560132,128.6429244,1243.6,,조합놀이대,,,,1989-12-30,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00040,범물공원,어린이공원,,대구광역시 수성구 범물동 1376,35.81706153,128.6441324,1589,,조합놀이대,,,,1993-04-30,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00039,관계지공원,어린이공원,,대구광역시 수성구 범물동 1367,35.81429385,128.6398517,3316,,조합놀이대,,,,1993-04-30,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00038,중앙공원,어린이공원,,대구광역시 수성구 범물동 1348,35.8178535,128.638970,2274,,조합놀이대,,,,1993-04-30,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00037,배수지공원,어린이공원,,대구광역시 수성구 범물동 1302,35.81608789,128.6483258,1510,,조합놀이대,,,,1993-04-30,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00036,마산공원,어린이공원,,대구광역시 수성구 범물동 1288-2,35.81889992,128.6488047,1602,,조합놀이대,,,,2012-11-20,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00035,용지공원,어린이공원,,대구광역시 수성구 범물동 1283-2,35.820871,128.6465576,1702,,미끄럼틀,,,,2009-04-30,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00034,보성공원,어린이공원,,대구광역시 수성구 범물동 1279-3,35.821145,128.643529,1715,,조합놀이대,,,,1993-04-30,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00033,말뫼공원,어린이공원,,대구광역시 수성구 두산동 741-7,35.825407,128.626524,1524,,조합놀이대,,,,1984-12-29,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00032,민들레공원,어린이공원,,대구광역시 수성구 만촌동 882,35.84874541,128.6507506,1635,,미끄럼틀,,,,2020-09-21,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00031,봉선화공원,어린이공원,,대구광역시 수성구 만촌동 874-2,35.850604,128.650317,1501,,조합놀이대,,,,1984-12-29,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00030,만촌공원,어린이공원,,대구광역시 수성구 만촌동 870-13,35.850851,128.653092,1684,,조합놀이대,,,,2022-01-20,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00029,진달래공원,어린이공원,,대구광역시 수성구 만촌동 862,35.85306717,128.6511181,2845,,그네,,,,1984-12-29,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00028,국화공원,어린이공원,,대구광역시 수성구 만촌동 852,35.85641329,128.649043,1604,,그네,,,,1997-08-11,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00027,거성공원,어린이공원,,대구광역시 수성구 지산동 1211-2,35.81985812,128.6358618,1644,,조합놀이대,,,,1984-12-19,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00026,현대공원,어린이공원,,대구광역시 수성구 지산동 1184-5,35.82258001,128.6253161,2237,,조합놀이대,,,,2003-08-13,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00025,지산공원,어린이공원,,대구광역시 수성구 지산동 1013,35.83494085,128.6269448,3315,,조합놀이대,,,,1976-07-30,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00024,끝동공원,어린이공원,,대구광역시 수성구 두산동 155,35.832236,128.618209,2654,,조합놀이대,,,,1976-07-30,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00023,아랫마을공원,어린이공원,대구광역시 수성구 들안로 8길 68-5,대구광역시 수성구 두산동 141,35.83417949,128.6196665,2642,,조합놀이대,,,,1976-07-30,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00022,샛터공원,어린이공원,,대구광역시 수성구 두산동 41,35.837827,128.6209927,2633,,조합놀이대,,,,1976-07-30,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00021,덕화공원,어린이공원,,대구광역시 수성구 상동 400-1,35.831948,128.615616,1501,,조합놀이대,,,,2002-09-19,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00020,들안길공원,어린이공원,,대구광역시 수성구 상동 343,35.83400502,128.613471,2644,,조합놀이대,,,,1976-07-30,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00019,청소년공원,어린이공원,대구광역시 수성구 수성로 32길 99,대구광역시 수성구 상동 54,35.83673574,128.6134592,2648,배드민턴장,,,,,2009-03-30,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00018,희망공원,어린이공원,대구광역시 수성구 들안로 13길 118,대구광역시 수성구 상동 17,35.83928311,128.6151487,2655,,조합놀이대,,,,1976-07-30,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
46720-00001,교죽공원,근린공원,전라남도 곡성군 곡성읍 학교로 59,전라남도 곡성군 곡성읍 교촌리 36,35.28169292,127.2864494,46517,,,,,,1972-08-23,전라남도 곡성군청,061-360-8742,2025-07-08,4860000,전라남도 곡성군
27260-00090,중동공원,소공원,대구광역시 수성구 희망로19길 34,대구광역시 수성구 중동 533-3,35.8488659,128.6096633,892,,,,,,2016-08-10,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00089,용지공원,소공원,,대구광역시 수성구 범물동 1283-2,35.82081973,128.6465576,1310,,,,,,2016-08-30,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00088,파동공원,소공원,,대구광역시 수성구 파동 118-222,35.8199768,128.6175803,1206,,,,,,2011-08-10,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00087,사월공원,소공원,,대구광역시 수성구 욱수동 11-4,35.83248867,128.7127924,192,,,,,,2019-04-30,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00086,범어가로공원,어린이공원,대구광역시 수성구 달구벌대로 2436,,35.8580559429,128.6287117682,2220,,,,,,2018-08-30,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
27260-00085,도담공원,어린이공원,대구광역시 수성구 달구벌대로 2436,,35.8580559429,128.6287117682,1801,,조합놀이대,,,,2018-08-30,대구광역시 수성구청,053-666-2862,2025-07-11,3460000,대구광역시 수성구
